2024-02-02 09:55:58,625 - __main__ - INFO - Program starts at 2024-02-02 09:55:58.625443
2024-02-02 09:55:58,626 - __main__ - INFO - Module 1: Link Processing
2024-02-02 09:55:59,154 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/ruby/junior
2024-02-02 09:55:59,210 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/game/mid
2024-02-02 09:55:59,309 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/ruby/mid
2024-02-02 09:55:59,362 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/scala/junior
2024-02-02 09:55:59,435 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/html/junior
2024-02-02 09:55:59,487 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/ruby/c-level
2024-02-02 09:55:59,693 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/analytics/junior
2024-02-02 09:55:59,763 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/scala/mid
2024-02-02 09:55:59,960 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/data/junior
2024-02-02 09:56:00,012 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/game/junior
2024-02-02 09:56:00,304 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/javascript/junior
2024-02-02 09:56:00,353 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/game/c-level
2024-02-02 09:56:00,446 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/html/c-level
2024-02-02 09:56:00,643 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/net/c-level
2024-02-02 09:56:00,867 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/mobile/junior
2024-02-02 09:56:01,247 - scripts.core.link_processor - INFO - Successfully processed URL: https://rocketjobs.pl/wszystkie-lokalizacje/marketing/doswiadczenie_staz-junior
2024-02-02 09:56:01,482 - scripts.core.link_processor - INFO - Successfully processed URL: https://rocketjobs.pl/wszystkie-lokalizacje/marketing/doswiadczenie_starszy-specjalista-senior
2024-02-02 09:56:01,712 - scripts.core.link_processor - INFO - Successfully processed URL: https://rocketjobs.pl/wszystkie-lokalizacje/marketing/doswiadczenie_specjalista-mid
2024-02-02 09:56:01,896 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/c/mid
2024-02-02 09:56:01,968 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/go/junior
2024-02-02 09:56:02,236 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/analytics/senior
2024-02-02 09:56:02,435 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/architecture/senior
2024-02-02 09:56:02,627 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/devops/junior
2024-02-02 09:56:02,899 - scripts.core.link_processor - INFO - Successfully processed URL: https://justjoin.it/all-locations/mobile/c-level
